"Access (Q5_1)","Overall Index","Canteen (Q4_1)","Sector","Gender"
94.5454545454545,82.5,88.3333333333333,"Private","Male"
60,58.7096774193548,66.6666666666667,"Private","Male"
60,58.1818181818182,55,"Private","Female"
78.1818181818182,70.625,76.6666666666667,"Private","Female"
47.2727272727273,49.6551724137931,48.3333333333333,"Public","Female"
69.0909090909091,65.1612903225807,66.6666666666667,"Public","Female"
100,90.9677419354839,98.3333333333333,"Private","Male"
78.1818181818182,82,88.3333333333333,"Public","Female"
52.7272727272727,50.6666666666667,53.3333333333333,"Public","Female"
61.8181818181818,50.625,35,"Public","Female"
76.3636363636364,70.6666666666667,65,"Public","Female"
83.6363636363636,73.9393939393939,83.3333333333333,"Private","Female"
21.8181818181818,40,41.6666666666667,"Public","Female"
80,76.7741935483871,80,"Private","Female"
80,74.8387096774193,80,"Private","Female"
60,51.25,60,"Public","Male"
