"Access (Q5_1)","Overall Index","Canteen (Q4_1)","Sector","Gender"
38.1818181818182,42.6666666666667,36.6666666666667,"Public","Female"
69.0909090909091,58.7096774193548,55,"Private","Female"
94.5454545454545,86.875,96.6666666666667,"Private","Male"
80,70.9677419354839,71.6666666666667,"Public","Female"
76.3636363636364,75.625,86.6666666666667,"Private","Male"
61.8181818181818,61.9354838709677,58.3333333333333,"Public","Female"
80,65.3333333333333,51.6666666666667,"Public","Female"
60,59.3939393939394,60,"Public","Male"
72.7272727272727,66.0606060606061,68.3333333333333,"Public","Male"
87.2727272727273,76.6666666666667,80,"Public","Female"
50.9090909090909,46.6666666666667,35,"Public","Male"
70.9090909090909,63.125,56.6666666666667,"Public","Female"
76.3636363636364,73.3333333333333,78.3333333333333,"Public","Female"
49.0909090909091,58.7096774193548,68.3333333333333,"Public","Male"
60,56.3636363636364,50,"Public","Female"
69.0909090909091,66.0606060606061,66.6666666666667,"Public","Female"
92.7272727272727,78.7096774193548,75,"Private","Female"
87.2727272727273,76.1290322580645,73.3333333333333,"Private","Female"
65.4545454545455,65.3333333333333,63.3333333333333,"Private","Female"
50.9090909090909,56.875,53.3333333333333,"Public","Female"
83.6363636363636,70.625,66.6666666666667,"Private","Female"
27.2727272727273,29.6551724137931,20,"Public","Male"
20,24.5161290322581,21.6666666666667,"Private","Male"
72.7272727272727,63.6363636363636,65,"Public","Female"
81.8181818181818,73.9393939393939,75,"Private","Female"
49.0909090909091,51.6129032258064,51.6666666666667,"Public","Female"
69.0909090909091,63.3333333333333,65,"Private","Female"
58.1818181818182,55.625,53.3333333333333,"Public","Female"
30.9090909090909,36.7741935483871,30,"Public","Female"
47.2727272727273,57.5,68.3333333333333,"Public","Female"
45.4545454545455,51.6129032258064,46.6666666666667,"Public","Female"
63.6363636363636,69.0909090909091,75,"Public","Female"
96.3636363636364,82.5806451612903,80,"Private","Male"
80,80.6666666666667,91.6666666666667,"Public","Male"
92.7272727272727,86,93.3333333333333,"Public","Male"
90.9090909090909,77.4193548387097,78.3333333333333,"Public","Female"
78.1818181818182,76.1290322580645,83.3333333333333,"Public","Female"
69.0909090909091,70.9677419354839,86.6666666666667,"Public","Female"
90.9090909090909,85.1612903225806,90,"Public","Female"
52.7272727272727,55.625,55,"Public","Male"
60,57.3333333333333,60,"Private","Male"
80,85,100,"Public","Female"
78.1818181818182,65.3333333333333,51.6666666666667,"Public","Male"
69.0909090909091,72.1212121212121,88.3333333333333,"Public","Female"
70.9090909090909,66.25,63.3333333333333,"Public","Male"
67.2727272727273,60,53.3333333333333,"Public","Female"
80,78,83.3333333333333,"Public","Male"
43.6363636363636,53.125,51.6666666666667,"Public","Female"
76.3636363636364,68,63.3333333333333,"Public","Male"
58.1818181818182,54.8387096774194,46.6666666666667,"Private","Male"
70.9090909090909,58.6666666666667,46.6666666666667,"Public","Female"
65.4545454545455,59.3548387096774,55,"Private","Male"
80,64.5161290322581,53.3333333333333,"Public","Female"
70.9090909090909,68.125,65,"Public","Male"
40,42.5806451612903,38.3333333333333,"Public","Female"
30.9090909090909,44.375,43.3333333333333,"Public","Female"
60,53.3333333333333,40,"Public","Male"
70.9090909090909,60,48.3333333333333,"Public","Female"
60,60.625,56.6666666666667,"Public","Female"
80,76,70,"Public","Female"
60,60.625,68.3333333333333,"Public","Female"
58.1818181818182,65,76.6666666666667,"Public","Female"
65.4545454545455,52.6666666666667,43.3333333333333,"Public","Female"
50.9090909090909,41.9354838709677,33.3333333333333,"Public","Male"
67.2727272727273,55.3333333333333,45,"Public","Female"
23.6363636363636,35,33.3333333333333,"Public","Female"
87.2727272727273,76.25,83.3333333333333,"Public","Female"
76.3636363636364,58.75,48.3333333333333,"Public","Female"
58.1818181818182,52.7272727272727,38.3333333333333,"Private","Male"
69.0909090909091,66.25,68.3333333333333,"Public","Female"
50.9090909090909,56.7741935483871,60,"Public","Female"
78.1818181818182,68.4848484848485,71.6666666666667,"Public","Female"
81.8181818181818,74.1935483870968,78.3333333333333,"Private","Male"
54.5454545454545,60.625,75,"Public","Male"
63.6363636363636,65.8064516129032,76.6666666666667,"Public","Female"
67.2727272727273,67.2727272727273,75,"Public","Female"
67.2727272727273,62.6666666666667,60,"Public","Female"
76.3636363636364,72,73.3333333333333,"Public","Female"
80,58.75,33.3333333333333,"Public","Male"
60,58.7878787878788,55,"Public","Male"
83.6363636363636,76.875,80,"Public","Female"
78.1818181818182,61.2903225806452,48.3333333333333,"Public","Female"
65.4545454545455,70.3225806451613,78.3333333333333,"Public","Female"
47.2727272727273,51.6129032258064,53.3333333333333,"Public","Male"
89.0909090909091,82.5806451612903,86.6666666666667,"Public","Female"
34.5454545454545,40.6451612903226,38.3333333333333,"Private","Female"
80,75,80,"Public","Female"
56.3636363636364,54.6666666666667,48.3333333333333,"Public","Female"
92.7272727272727,85.3333333333333,90,"Public","Male"
100,90.3225806451613,100,"Private","Male"
78.1818181818182,64.375,60,"Public","Female"
74.5454545454545,61.2121212121212,51.6666666666667,"Public","Female"
43.6363636363636,48.3870967741936,41.6666666666667,"Public","Male"
45.4545454545455,51.1764705882353,48.3333333333333,"Private","Male"
76.3636363636364,71.6129032258064,71.6666666666667,"Public","Female"
34.5454545454545,41.9354838709677,45,"Public","Female"
80,67.3333333333333,63.3333333333333,"Public","Male"
34.5454545454545,44.8484848484848,36.6666666666667,"Public","Female"
80,78.7096774193548,90,"Public","Male"
80,69.0322580645161,75,"Public","Male"
56.3636363636364,63.75,76.6666666666667,"Public","Female"
90.9090909090909,71.875,56.6666666666667,"Public","Female"
76.3636363636364,70.625,66.6666666666667,"Public","Female"
54.5454545454545,62.5,73.3333333333333,"Public","Female"
60,56.875,55,"Public","Male"
67.2727272727273,66.4516129032258,75,"Public","Female"
76.3636363636364,69.375,66.6666666666667,"Public","Female"
80,72.9032258064516,70,"Public","Female"
61.8181818181818,64.6666666666667,65,"Public","Female"
65.4545454545455,60,53.3333333333333,"Public","Female"
54.5454545454545,67.8787878787879,83.3333333333333,"Public","Male"
67.2727272727273,65.1612903225807,68.3333333333333,"Public","Male"
72.7272727272727,73.125,80,"Public","Female"
100,90.9677419354839,100,"Public","Male"
69.0909090909091,66.0606060606061,68.3333333333333,"Public","Female"
38.1818181818182,48.3870967741936,58.3333333333333,"Public","Male"
69.0909090909091,66.0606060606061,66.6666666666667,"Private","Female"
98.1818181818182,88.6666666666667,95,"Public","Male"
89.0909090909091,66.4516129032258,50,"Private","Male"
61.8181818181818,55.625,45,"Public","Male"
100,88.2758620689655,95,"Private","Female"
58.1818181818182,44.375,36.6666666666667,"Public","Male"
60,61.2121212121212,60,"Public","Male"
100,93.3333333333333,98.3333333333333,"Private","Male"
94.5454545454545,83.030303030303,90,"Private","Male"
58.1818181818182,58.7096774193548,61.6666666666667,"Public","Female"
65.4545454545455,61.875,58.3333333333333,"Public","Male"
41.8181818181818,43.8709677419355,40,"Public","Male"
76.3636363636364,71.875,76.6666666666667,"Public","Female"
30.9090909090909,40.625,41.6666666666667,"Public","Female"
94.5454545454545,86.4516129032258,98.3333333333333,"Public","Male"
81.8181818181818,72.258064516129,71.6666666666667,"Public","Male"
78.1818181818182,78,80,"Public","Male"
74.5454545454545,72.3529411764706,80,"Public","Female"
60,60,58.3333333333333,"Private","Male"
60,60,55,"Public","Female"
60,51.3333333333333,41.6666666666667,"Public","Male"
29.0909090909091,37.5,35,"Public","Male"
80,73.5483870967742,80,"Public","Female"
60,61.2903225806452,60,"Private","Female"
67.2727272727273,64.2424242424242,73.3333333333333,"Public","Male"
76.3636363636364,75.3333333333333,81.6666666666667,"Public","Female"
78.1818181818182,64.7058823529412,60,"Private","Female"
83.6363636363636,60,45,"Public","Female"
61.8181818181818,54.4827586206897,53.3333333333333,"Public","Male"
60,59.4117647058824,56.6666666666667,"Public","Female"
80,62.3529411764706,53.3333333333333,"Public","Male"
43.6363636363636,43.3333333333333,35,"Public","Male"
81.8181818181818,75.3333333333333,78.3333333333333,"Public","Male"
65.4545454545455,64.5161290322581,68.3333333333333,"Public","Female"
67.2727272727273,64.6666666666667,70,"Public","Female"
29.0909090909091,40,36.6666666666667,"Public","Male"
63.6363636363636,65,65,"Private","Male"
61.8181818181818,57.3333333333333,51.6666666666667,"Public","Female"
72.7272727272727,69.375,71.6666666666667,"Public","Male"
65.4545454545455,58.7096774193548,53.3333333333333,"Public","Male"
63.6363636363636,66.875,75,"Public","Male"
80,71.6129032258064,76.6666666666667,"Public","Female"
60,47.8787878787879,38.3333333333333,"Public","Male"
65.4545454545455,61.875,61.6666666666667,"Public","Male"
69.0909090909091,72,76.6666666666667,"Public","Male"
63.6363636363636,70.9677419354839,85,"Public","Male"
56.3636363636364,67.5862068965517,78.3333333333333,"Public","Female"
76.3636363636364,74.8387096774193,80,"Public","Male"
49.0909090909091,50.625,46.6666666666667,"Private","Male"
58.1818181818182,64.5161290322581,68.3333333333333,"Public","Male"
83.6363636363636,72.9032258064516,71.6666666666667,"Public","Female"
81.8181818181818,70.3225806451613,60,"Public","Female"
65.4545454545455,63.3333333333333,63.3333333333333,"Public","Male"
78.1818181818182,68.4848484848485,60,"Public","Male"
81.8181818181818,77.3333333333333,80,"Public","Male"
80,67.2727272727273,63.3333333333333,"Public","Female"
60,62.1428571428571,60,"Public","Female"
100,79.3548387096774,70,"Private","Male"
56.3636363636364,64.375,75,"Public","Female"
36.3636363636364,38.0645161290323,26.6666666666667,"Public","Male"
56.3636363636364,54.5454545454545,48.3333333333333,"Public","Male"
69.0909090909091,63.2258064516129,61.6666666666667,"Public","Male"
72.7272727272727,64.5161290322581,58.3333333333333,"Public","Female"
81.8181818181818,78.0645161290323,75,"Public","Female"
63.6363636363636,58.75,56.6666666666667,"Public","Female"
74.5454545454545,67.5,66.6666666666667,"Public","Male"
78.1818181818182,63.6363636363636,56.6666666666667,"Public","Female"
89.0909090909091,80,76.6666666666667,"Public","Female"
69.0909090909091,74.375,91.6666666666667,"Public","Male"
27.2727272727273,45.4545454545455,53.3333333333333,"Public","Male"
38.1818181818182,42.5806451612903,43.3333333333333,"Public","Male"
78.1818181818182,71.6129032258064,76.6666666666667,"Public","Female"
50.9090909090909,56.7741935483871,55,"Public","Male"
70.9090909090909,63.125,63.3333333333333,"Public","Female"
47.2727272727273,40.6666666666667,41.6666666666667,"Public","Female"
80,71.1764705882353,80,"Public","Female"
83.6363636363636,74.6666666666667,75,"Public","Male"
76.3636363636364,70,68.3333333333333,"Public","Female"
80,71.6129032258064,73.3333333333333,"Private","Female"
27.2727272727273,35.4838709677419,30,"Public","Female"
63.6363636363636,52,38.3333333333333,"Public","Female"
76.3636363636364,68.9655172413793,70,"Private","Female"
100,79.3548387096774,71.6666666666667,"Public","Male"
78.1818181818182,69.375,70,"Public","Female"
78.1818181818182,70.6666666666667,75,"Public","Female"
63.6363636363636,62.5,66.6666666666667,"Public","Male"
36.3636363636364,47.0967741935484,43.3333333333333,"Public","Female"
67.2727272727273,73.5294117647059,83.3333333333333,"Public","Male"
76.3636363636364,62.8571428571429,61.6666666666667,"Public","Male"
43.6363636363636,44.6666666666667,40,"Public","Female"
70.9090909090909,64.375,60,"Private","Female"
83.6363636363636,64,51.6666666666667,"Public","Male"
74.5454545454545,65.4545454545455,65,"Public","Female"
90.9090909090909,78.125,85,"Public","Female"
80,70,66.6666666666667,"Private","Male"
58.1818181818182,58,55,"Public","Female"
76.3636363636364,73.5483870967742,73.3333333333333,"Public","Male"
81.8181818181818,79.3548387096774,86.6666666666667,"Public","Female"
58.1818181818182,52,43.3333333333333,"Public","Male"
56.3636363636364,56.1290322580645,58.3333333333333,"Public","Female"
38.1818181818182,36.6666666666667,33.3333333333333,"Public","Male"
70.9090909090909,72.6666666666667,75,"Private","Female"
60,55.4838709677419,48.3333333333333,"Public","Male"
65.4545454545455,52.5,35,"Public","Female"
80,73.125,80,"Private","Female"
52.7272727272727,54.1935483870968,53.3333333333333,"Public","Female"
41.8181818181818,48.2758620689655,51.6666666666667,"Public","Female"
50.9090909090909,61.9354838709677,71.6666666666667,"Public","Male"
60,61.875,61.6666666666667,"Public","Female"
74.5454545454545,71.25,73.3333333333333,"Public","Female"
63.6363636363636,64,66.6666666666667,"Public","Female"
74.5454545454545,54.1935483870968,36.6666666666667,"Public","Female"
80,66.0606060606061,60,"Public","Female"
63.6363636363636,56.875,41.6666666666667,"Public","Male"
67.2727272727273,63.75,66.6666666666667,"Public","Male"
72.7272727272727,67.0967741935484,63.3333333333333,"Public","Female"
100,91.7241379310345,100,"Public","Male"
70.9090909090909,72,76.6666666666667,"Public","Female"
58.1818181818182,52.6666666666667,35,"Public","Male"
89.0909090909091,82.6666666666667,88.3333333333333,"Public","Female"
89.0909090909091,82.6666666666667,90,"Public","Male"
70.9090909090909,63.8709677419355,60,"Public","Male"
61.8181818181818,65.1612903225807,75,"Public","Male"
49.0909090909091,53.9393939393939,60,"Public","Female"
58.1818181818182,58.0645161290323,60,"Public","Female"
90.9090909090909,80,80,"Public","Male"
60,60.6896551724138,60,"Public","Male"
100,83.2258064516129,80,"Public","Female"
78.1818181818182,73.5714285714286,75,"Public","Female"
58.1818181818182,61.875,65,"Public","Female"
98.1818181818182,82.6666666666667,86.6666666666667,"Public","Female"
63.6363636363636,58.1818181818182,53.3333333333333,"Public","Female"
63.6363636363636,66.6666666666667,65,"Public","Female"
81.8181818181818,70.625,66.6666666666667,"Public","Male"
90.9090909090909,91.3333333333333,100,"Public","Male"
80,74.375,73.3333333333333,"Public","Male"
60,63.125,70,"Public","Female"
60,62,66.6666666666667,"Public","Female"
69.0909090909091,49.6774193548387,25,"Public","Male"
100,82.5806451612903,75,"Public","Female"
81.8181818181818,60.6666666666667,46.6666666666667,"Public","Male"
76.3636363636364,72.258064516129,76.6666666666667,"Public","Female"
78.1818181818182,69.375,60,"Public","Male"
70.9090909090909,70.625,71.6666666666667,"Public","Female"
56.3636363636364,55.625,55,"Public","Female"
90.9090909090909,84.5161290322581,95,"Public","Female"
56.3636363636364,58.75,63.3333333333333,"Public","Male"
20,39.3548387096774,41.6666666666667,"Public","Male"
69.0909090909091,69.375,73.3333333333333,"Public","Male"
56.3636363636364,56.3636363636364,50,"Public","Female"
78.1818181818182,58.7096774193548,40,"Public","Female"
38.1818181818182,45.1612903225806,46.6666666666667,"Public","Female"
43.6363636363636,55,65,"Public","Female"
36.3636363636364,46.4705882352941,45,"Public","Male"
20,34.1935483870968,28.3333333333333,"Private","Male"
80,75,80,"Public","Female"
43.6363636363636,53.5483870967742,53.3333333333333,"Public","Female"
60,59.3333333333333,53.3333333333333,"Public","Male"
85.4545454545455,63.5714285714286,53.3333333333333,"Public","Female"
76.3636363636364,64.5161290322581,60,"Public","Male"
89.0909090909091,64.6666666666667,50,"Public","Male"
74.5454545454545,68.125,71.6666666666667,"Public","Female"
65.4545454545455,54.8387096774194,48.3333333333333,"Public","Female"
41.8181818181818,38.7096774193548,40,"Public","Female"
74.5454545454545,64.2424242424242,58.3333333333333,"Public","Female"
32.7272727272727,46.875,45,"Public","Female"
36.3636363636364,47.3333333333333,46.6666666666667,"Public","Male"
85.4545454545455,74.4827586206897,68.3333333333333,"Public","Female"
100,85.1612903225806,90,"Public","Female"
67.2727272727273,62.6666666666667,60,"Public","Female"
76.3636363636364,76.1290322580645,85,"Public","Female"
43.6363636363636,48.75,48.3333333333333,"Public","Male"
69.0909090909091,63.2258064516129,60,"Public","Female"
69.0909090909091,63.2258064516129,66.6666666666667,"Public","Female"
76.3636363636364,62.5,50,"Public","Female"
54.5454545454545,48,38.3333333333333,"Public","Male"
20,30.3225806451613,20,"Public","Female"
87.2727272727273,81.25,90,"Public","Male"
27.2727272727273,27.3333333333333,20,"Public","Male"
56.3636363636364,59.3103448275862,65,"Public","Male"
89.0909090909091,67.8787878787879,65,"Public","Male"
80,74.1176470588235,78.3333333333333,"Public","Male"
47.2727272727273,43.6363636363636,35,"Public","Female"
60,65.1612903225807,73.3333333333333,"Public","Female"
74.5454545454545,64.375,63.3333333333333,"Public","Female"
41.8181818181818,50.3225806451613,53.3333333333333,"Public","Female"
54.5454545454545,56.25,53.3333333333333,"Public","Female"
52.7272727272727,48,46.6666666666667,"Public","Female"
56.3636363636364,61.3333333333333,71.6666666666667,"Public","Male"
60,57.5757575757576,53.3333333333333,"Public","Female"
90.9090909090909,79.375,80,"Public","Female"
85.4545454545455,70,60,"Public","Female"
20,32,20,"Private","Female"
94.5454545454545,77.2413793103448,71.6666666666667,"Public","Female"
41.8181818181818,42.5806451612903,41.6666666666667,"Public","Female"
65.4545454545455,70.625,80,"Public","Female"
78.1818181818182,75.3333333333333,80,"Public","Female"
80,74.1935483870968,75,"Public","Female"
45.4545454545455,45.1612903225806,40,"Public","Female"
38.1818181818182,46.25,46.6666666666667,"Public","Female"
65.4545454545455,53.75,45,"Public","Female"
58.1818181818182,58.7096774193548,61.6666666666667,"Public","Male"
47.2727272727273,49.375,40,"Public","Female"
72.7272727272727,69.6774193548387,78.3333333333333,"Public","Female"
47.2727272727273,49.6551724137931,48.3333333333333,"Public","Female"
74.5454545454545,74.5454545454545,91.6666666666667,"Private","Male"
78.1818181818182,57.4193548387097,45,"Public","Female"
60,59.3548387096774,56.6666666666667,"Public","Female"
85.4545454545455,81.9354838709677,88.3333333333333,"Public","Male"
60,61.9354838709677,60,"Public","Female"
100,91.6129032258065,96.6666666666667,"Public","Male"
63.6363636363636,58.1818181818182,61.6666666666667,"Public","Female"
72.7272727272727,53.75,40,"Public","Female"
49.0909090909091,55.7575757575758,68.3333333333333,"Public","Female"
49.0909090909091,52.9032258064516,48.3333333333333,"Public","Female"
69.0909090909091,65.625,65,"Public","Female"
76.3636363636364,76.1290322580645,78.3333333333333,"Public","Female"
36.3636363636364,52.6666666666667,61.6666666666667,"Public","Female"
85.4545454545455,70.625,68.3333333333333,"Public","Female"
36.3636363636364,38,35,"Public","Female"
74.5454545454545,64.5161290322581,60,"Public","Female"
72.7272727272727,68,78.3333333333333,"Public","Female"
23.6363636363636,41.2121212121212,40,"Public","Female"
87.2727272727273,78.7878787878788,85,"Public","Female"
98.1818181818182,76.875,68.3333333333333,"Public","Female"
60,58,58.3333333333333,"Public","Female"
60,57.4193548387097,51.6666666666667,"Public","Female"
76.3636363636364,63.75,63.3333333333333,"Public","Female"
52.7272727272727,55.625,53.3333333333333,"Public","Female"
40,41.2903225806452,40,"Public","Female"
78.1818181818182,70.3225806451613,68.3333333333333,"Public","Female"
67.2727272727273,59.375,55,"Public","Female"
76.3636363636364,69.375,68.3333333333333,"Public","Female"
21.8181818181818,32.6666666666667,30,"Public","Female"
81.8181818181818,66.6666666666667,60,"Public","Female"
61.8181818181818,54.8387096774194,45,"Public","Female"
74.5454545454545,73.75,78.3333333333333,"Public","Female"
49.0909090909091,49.0322580645161,43.3333333333333,"Public","Female"
65.4545454545455,64.5161290322581,71.6666666666667,"Public","Female"
52.7272727272727,65.3333333333333,78.3333333333333,"Public","Female"
58.1818181818182,55.7575757575758,53.3333333333333,"Private","Female"
85.4545454545455,81.8181818181818,100,"Public","Female"
67.2727272727273,59.2857142857143,53.3333333333333,"Public","Female"
76.3636363636364,61.3333333333333,45,"Public","Female"
100,90.3225806451613,98.3333333333333,"Public","Male"
80,78.6666666666667,81.6666666666667,"Public","Female"
36.3636363636364,41.9354838709677,43.3333333333333,"Public","Female"
90.9090909090909,84.6666666666667,88.3333333333333,"Public","Female"
69.0909090909091,66.0606060606061,70,"Public","Female"
89.0909090909091,69.0322580645161,58.3333333333333,"Public","Female"
90.9090909090909,80.625,88.3333333333333,"Private","Male"
63.6363636363636,70.3225806451613,78.3333333333333,"Public","Male"
78.1818181818182,73.9393939393939,78.3333333333333,"Public","Female"
69.0909090909091,59.3939393939394,53.3333333333333,"Public","Male"
67.2727272727273,64.8484848484848,68.3333333333333,"Public","Female"
74.5454545454545,69.375,73.3333333333333,"Public","Female"
80,69.0322580645161,60,"Public","Female"
80,72.3529411764706,78.3333333333333,"Public","Female"
78.1818181818182,71.1764705882353,71.6666666666667,"Public","Female"
78.1818181818182,75.7142857142857,76.6666666666667,"Public","Female"
52.7272727272727,51.7241379310345,51.6666666666667,"Public","Female"
78.1818181818182,76,80,"Public","Female"
83.6363636363636,67.8787878787879,63.3333333333333,"Public","Male"
61.8181818181818,58.75,58.3333333333333,"Public","Female"
72.7272727272727,66.875,73.3333333333333,"Public","Female"
65.4545454545455,60.6451612903226,55,"Public","Female"
96.3636363636364,84,88.3333333333333,"Public","Female"
83.6363636363636,73.5483870967742,73.3333333333333,"Public","Female"
54.5454545454545,52.5,45,"Public","Female"
69.0909090909091,55,40,"Public","Female"
80,78.0645161290323,80,"Public","Female"
63.6363636363636,61.1428571428571,60,"Public","Female"
20,24.8275862068966,20,"Public","Male"
85.4545454545455,76.875,76.6666666666667,"Private","Female"
89.0909090909091,80,83.3333333333333,"Public","Female"
80,61.25,56.6666666666667,"Public","Male"
76.3636363636364,70,71.6666666666667,"Public","Female"
60,64.375,75,"Public","Female"
87.2727272727273,65.625,56.6666666666667,"Public","Male"
60,60,60,"Public","Male"
70.9090909090909,66.875,70,"Public","Female"
58.1818181818182,59.4117647058824,55,"Public","Female"
43.6363636363636,46.875,36.6666666666667,"Public","Female"
45.4545454545455,50,53.3333333333333,"Public","Male"
52.7272727272727,49.6774193548387,36.6666666666667,"Public","Female"
69.0909090909091,55.3333333333333,43.3333333333333,"Public","Male"
85.4545454545455,72.5,76.6666666666667,"Public","Female"
80,65.625,58.3333333333333,"Public","Female"
61.8181818181818,67.741935483871,76.6666666666667,"Public","Female"
80,68.3870967741936,60,"Public","Female"
92.7272727272727,69.6969696969697,56.6666666666667,"Public","Female"
49.0909090909091,46.6666666666667,33.3333333333333,"Public","Female"
60,77.3333333333333,100,"Public","Male"
27.2727272727273,40.6451612903226,41.6666666666667,"Public","Female"
70.9090909090909,61.9354838709677,51.6666666666667,"Public","Female"
78.1818181818182,72.7272727272727,80,"Public","Female"
67.2727272727273,57.5757575757576,53.3333333333333,"Public","Female"
87.2727272727273,71.5151515151515,70,"Public","Female"
30.9090909090909,40.625,31.6666666666667,"Public","Male"
78.1818181818182,68.125,61.6666666666667,"Public","Male"
45.4545454545455,53.5483870967742,55,"Public","Female"
87.2727272727273,81.2903225806452,85,"Public","Female"
76.3636363636364,69.6969696969697,68.3333333333333,"Public","Female"
67.2727272727273,57.5757575757576,45,"Public","Female"
49.0909090909091,49.375,48.3333333333333,"Public","Female"
34.5454545454545,34.4827586206897,28.3333333333333,"Public","Female"
90.9090909090909,88.2758620689655,90,"Public","Female"
52.7272727272727,47.741935483871,33.3333333333333,"Public","Female"
50.9090909090909,51.25,45,"Public","Male"
76.3636363636364,78.75,88.3333333333333,"Public","Female"
85.4545454545455,72.5714285714286,73.3333333333333,"Public","Female"
45.4545454545455,45.4545454545455,38.3333333333333,"Public","Female"
49.0909090909091,50.625,48.3333333333333,"Public","Female"
72.7272727272727,63.125,56.6666666666667,"Public","Female"
98.1818181818182,84.6666666666667,81.6666666666667,"Public","Female"
49.0909090909091,49.3333333333333,48.3333333333333,"Public","Female"
47.2727272727273,51.25,46.6666666666667,"Public","Female"
60,61.2121212121212,63.3333333333333,"Public","Male"
60,59.375,55,"Public","Female"
61.8181818181818,58.125,51.6666666666667,"Public","Female"
69.0909090909091,61.25,63.3333333333333,"Public","Female"
69.0909090909091,69.0322580645161,76.6666666666667,"Public","Female"
67.2727272727273,57.4193548387097,48.3333333333333,"Public","Female"
72.7272727272727,70.625,76.6666666666667,"Public","Female"
40,45.1612903225806,38.3333333333333,"Public","Male"
78.1818181818182,66.25,61.6666666666667,"Private","Female"
49.0909090909091,63.125,78.3333333333333,"Public","Female"
60,62.5806451612903,65,"Public","Female"
41.8181818181818,39.3103448275862,28.3333333333333,"Public","Male"
83.6363636363636,71.875,63.3333333333333,"Public","Female"
30.9090909090909,36.875,33.3333333333333,"Public","Female"
60,50.6666666666667,28.3333333333333,"Public","Female"
58.1818181818182,56.25,58.3333333333333,"Public","Female"
50.9090909090909,59.3103448275862,68.3333333333333,"Public","Female"
54.5454545454545,54.375,53.3333333333333,"Public","Female"
34.5454545454545,38.6666666666667,30,"Public","Female"
58.1818181818182,52.6666666666667,45,"Public","Female"
83.6363636363636,75.3333333333333,75,"Public","Female"
47.2727272727273,50,51.6666666666667,"Public","Female"
72.7272727272727,68.75,78.3333333333333,"Public","Female"
78.1818181818182,63.6363636363636,48.3333333333333,"Public","Female"
56.3636363636364,63.2258064516129,75,"Public","Male"
80,63.125,53.3333333333333,"Public","Female"
80,75.3333333333333,80,"Public","Female"
76.3636363636364,66.6666666666667,68.3333333333333,"Public","Female"
85.4545454545455,76.7741935483871,78.3333333333333,"Public","Female"
69.0909090909091,59.3548387096774,55,"Public","Female"
76.3636363636364,67.741935483871,65,"Public","Female"
50.9090909090909,58.75,68.3333333333333,"Public","Female"
49.0909090909091,51.6129032258064,55,"Public","Female"
76.3636363636364,60.6451612903226,43.3333333333333,"Public","Female"
72.7272727272727,64.5161290322581,61.6666666666667,"Public","Female"
70.9090909090909,63.3333333333333,55,"Public","Female"
32.7272727272727,32.1428571428571,26.6666666666667,"Public","Female"
60,59.375,56.6666666666667,"Public","Female"
70.9090909090909,69.6969696969697,78.3333333333333,"Public","Female"
67.2727272727273,62.7586206896552,56.6666666666667,"Public","Female"
47.2727272727273,46,38.3333333333333,"Public","Female"
98.1818181818182,76.1290322580645,66.6666666666667,"Public","Female"
20,30.9677419354839,20,"Public","Female"
72.7272727272727,68.6666666666667,71.6666666666667,"Public","Female"
100,92.258064516129,100,"Public","Male"
90.9090909090909,68.6666666666667,58.3333333333333,"Public","Male"
76.3636363636364,77.5757575757576,86.6666666666667,"Public","Female"
36.3636363636364,44.5161290322581,40,"Public","Female"
90.9090909090909,77.3333333333333,73.3333333333333,"Public","Female"
45.4545454545455,47.3333333333333,45,"Public","Female"
65.4545454545455,58.6206896551724,50,"Public","Female"
58.1818181818182,55.625,50,"Public","Female"
30.9090909090909,43.030303030303,40,"Public","Female"
38.1818181818182,42.5806451612903,38.3333333333333,"Public","Male"
58.1818181818182,55.2941176470588,50,"Public","Female"
61.8181818181818,58.75,60,"Public","Female"
63.6363636363636,61.2903225806452,63.3333333333333,"Public","Female"
41.8181818181818,42.5,38.3333333333333,"Public","Female"
63.6363636363636,60.6060606060606,60,"Public","Female"
70.9090909090909,66.4516129032258,60,"Public","Female"
80,73.3333333333333,80,"Public","Female"
60,60.6451612903226,60,"Public","Female"
20,33.125,30,"Public","Female"
49.0909090909091,56.1290322580645,65,"Public","Female"
76.3636363636364,68.4848484848485,73.3333333333333,"Public","Female"
63.6363636363636,63.2258064516129,60,"Public","Female"
76.3636363636364,62.4242424242424,55,"Public","Male"
81.8181818181818,77.3333333333333,83.3333333333333,"Public","Female"
80,74,80,"Public","Female"
50.9090909090909,55.3333333333333,58.3333333333333,"Public","Female"
96.3636363636364,73.125,56.6666666666667,"Public","Female"
80,67.741935483871,65,"Public","Female"
76.3636363636364,63.125,66.6666666666667,"Public","Male"
67.2727272727273,70,81.6666666666667,"Public","Female"
78.1818181818182,70.9677419354839,68.3333333333333,"Public","Female"
43.6363636363636,60.6451612903226,68.3333333333333,"Public","Female"
80,76,76.6666666666667,"Public","Female"
45.4545454545455,65.1612903225807,83.3333333333333,"Public","Male"
30.9090909090909,38.0645161290323,21.6666666666667,"Public","Female"
32.7272727272727,34.6666666666667,21.6666666666667,"Public","Female"
74.5454545454545,70,66.6666666666667,"Public","Female"
61.8181818181818,65.1612903225807,76.6666666666667,"Public","Male"
72.7272727272727,68.125,63.3333333333333,"Public","Female"
81.8181818181818,62.4242424242424,50,"Public","Female"
89.0909090909091,81.2121212121212,98.3333333333333,"Public","Female"
